FID,ZID,REC_NO,REC_TYPE,DEP_NUM,REP_DATE,INFO_SRC,FIL_LINK,REP,REP_AFF,SYN,DIST,COUNTY,STATE,COUNTRY,PHYS,DRAIN,LAND_ST,QUAD1,Q1_SCALE,QUAD2,Q2_SCALE,ELEV,UTM_N,UTM_E,UTM_Z,ACC,TOWNSHIP,RANGE,SECTION,SECT_FRACT,MERIDIAN,POSITION,LOCATION,SITE_NAME,LAT,LONG,COMMOD,ORE_MAT,COM_SUB,GEN_ANAL,COM_INFO,MAJOR,MINOR,POTEN,OCCUR,NP_MAIN,NP_MINOR,PROD,LOCAL_STRU,STATUS,DISC,YR_DISC,NAT_DISC,YR_1ST_PRO,YR_LAST_PR,OWNER,OPER,EXPL_COM,DEP_TYPE,DEP_FORM,DEPTH_TOP,DEP_T_U,DEPTH_BOT,DEP_B_U,MAX_LEN,M_L_U,MAX_WID,M_W_U,MAX_THICK,M_T_U,DEP_SIZE,STRIKE,DIP,PLUNGE_DIR,PLUNGE,DEP_DESC_C,DEPTH_WK,D_WK_U,LEN_WK,L_WK_U,OV_LEN_WK,O_L_U,OV_WID_WK,O_W_U,OV_AREA_WK,O_A_U,DESC_WORK_,HR_AGE,HR_TYPE,IG_AGE,IG_TYPE,MIN_AGE,NON_ORE_MI,ORE_CNTL,TECT_SET,REG_STRUCT,ALTER_,CONC,FORM_AGE,FORM_NAME,FORM2_AGE,FORM2_NAME,IG_UNIT_AG,IG_UNIT_NA,IG2_UNIT_A,IG2_UNIT_N,GEOL_COM,GEN_COM,RF1,RF2,RF3,RF4,DESC_WORK,AP_ITEM,AP_ACC,AP_AMT,AP_U,AP_YEAR,AP_GRADE,CP_ITEM,CP_ACC,CP_AMT,CP_U,CP_YEAR,CP_GRADE,P_SOURCE,P_COM,RPR_ITEM,RPR_ACC,RPR_AMT,RPR_U,RPR_YEAR,RPR_GRADE,RPR_SOURCE,RPR_COM,R_ITEM,R_ACC,R_AMT,R_U,R_YEAR,R_GRADE,R_SOURCE,R_COM,PR_ITEM,PR_ACC,PR_AMT,PR_U,PR_YEAR,PR_GRADE,PR_SOURCE,PR_COM,REF
934,10361,W027482,X1N,37 - EASTLAND - 4,77 09, ,BLM,TRIMBLE; LARRY M.,UGS, ,MONTICELLO DISTRICT,SAN JUAN,UT,US,11 GREAT SAGE PLAIN,14 COLORADO RIVER BASIN BELOW GUNNISON RIVER - GREEN RIVER,49,EASTLAND, ,EASTLAND,62500,7000 FT,4202900,669625,12,UNKNOWN PR,032S,026E,33, ,SALT LAKE,2.7 MILES NORTHEAST OF EAST SUMMIT SCHOOL,SECTION SUBDIVISIONS: NE 1/4 NW 1/4 NE 1/4 SEC. 33,CALLIHAM,37-57-35N,109-04-09W,U V, , ,2 ' CHIP SAMPLE - 1.185 % U3O8 ; 2.850 % V2O5 ; .783 % U3O8 ; 4.080 % V2O5, ,U V, , , , , ,L, ,7, , ,B, , ,ATLAS,ATLAS, ,DISSEMINATED; REPLACEMENT,PODS; LENSES,600,FT,600,FT,800,FT,400,FT,15.00,FT,LARGE,N 80 DEG W,2 DEG SW, , , ,600,FT,13000,FT, , , , , , , ,JUR,SANDSTONE, , , , ,PALEOCHANNELS,STABLE PLATFORM, , ,PRECIPITATION IN REDUCING ENVIRON,JUR,SALT WASH MEMBER OF MORRISON FORMATION, , , , , , , , , , , , ,U, , , , , , , , , , , , , , ,ORE U,LGE, , ,1977,.10 % U3O8,TRIMBLE; L. M.; 1977, , , , , , , , , , , , , , , , , ,0
935,10373,W027495,X1N,37 - FABLE VALLEY - 4,77 10, ,BLM - U. S,TRIMBLE; LARRY M.,UGS, ,ELK RIDGE AREA,SAN JUAN,UT,US,11 MONUMENT UPWARP,14 COLORADO RIVER BASIN BELOW GREEN RIVER - SAN JUAN RIVER,41,FABLE VALLEY, ,FABLE VALLEY,62500,8320 FT,4182300,609760,12,UNKNOWN PR,034S,020E,32, ,SALT LAKE,2.9 MILES SOUTHEAST OF GOOSEBERRY GUARD STATION,LOCATED IN UNSURVEYED AREA,MARCY 1 ; 2 AND 3,37-47-00N,109-45-13W,U V CU, , ,5 FT. CHIP SAMPLE - 1.820 % U3O8 ; 0.026 % V2O5, ,U V, , ,CU, , ,L, ,7, ,1956,F,1967, ,JOHN BLACK; DOUG DAVIS,JOHN BLACK; DOUG DAVIS, ,BEDDED; DISSEMINATED; REPLACEMENT,TABULAR,20,FT,200,FT,3500,FT,500,FT,17.00,FT,LARGE,N 72 DEG W,3 DEG NE, , , ,200,FT,3000,FT, , , , , , , ,TRI,SANDSTONE; MUDSTONE, , , , ,PALEOCHANNEL,STABLE PLATFORM, ,BLEACHING IN MUDSTONE,PRECIPITATION IN REDUCING ENVIRONMENT,TRI ýTRI,MUDSTONE UNIT OF CHINLE FM. ýSHINARUMP MEMBER OF CHINLE FM., , , , , , , , ,LEWIS; R. Q.; AND CAMPBELL; R. H.; 1965 ; GEOLOGY AND URANIUM DEPOSITS OF ELK RIDGE AND VICINITY; SAN JUAN COUNTY; UTAH; USGS P. P. 474 - B.,LAVERTY; R.A.; AND GROSS; E.B.; 1956; PARAGENETIC STUDIES OF URANIUM DEPOSITS OF THE COLORADO PLATEAU; USGS BULL. 300; P. 195-201., , ,U,U ACC ýU ACC ýU ACC ýU ACC ý ý ý ýCON U ýCON U,ý ý ý ý ý ý ýACCýACC,9.62600ý 18.924ý 7.39900ý 8.82100ý ý ý ý 56.979ý 36.111,ST ýST ýST ýST ý ý ý ýLB ýLB,1964ý1965ý1966ý1967ý ý ý ý1964ý1965,.30 % U3O8 ý.24 % U3O8 ON 7399 TONS ORE ý ý ý ý ý ý ýNOT TOTAL PRODUCTION FOR 1965, , , , , , ,UGMS STUDY - 1973, ,ORE U,LGE, , ,1977,.15 % U3O8,TRIMBLE; L. M.; 1977, , , , , , , , , , , , , , , , , ,0
936,10436,W027740,X1N,37 - LA SAL JCT - 75,77 12, ,BLM,JONES; HAROLD H.,UGS, ,MOAB - BRIDGER JACK MESA,SAN JUAN,UT,US,11 LISBON PRONG - SALT ANTICLINE REGION,14 COLORADO RIVER BASIN BETWEEN GUNNISON RIVER - GREEN RIVER,01,LA SAL JUNCTION, ,LA SAL JUNCTION,62500,5640 FT,4251260,633460,12,UNKNOWN PR,028S,022E,02, ,SALT LAKE,1.3 MILES WNW OF KANE SPRINGS,SECTION SUBDIVISION: NW 1/4 ; NE 1/4 ; NW 1/4,UNKNOWN,38-24-05N,109-28-18W,U V,CARNOTITE; TYUYAMUNITE; URANINITE; CORVUSITE, , , ,U,V, , , , ,S, ,7, , ,B, , , , , , ,LENS/PODS,25,FT, , ,40,FT,30,FT, ,FT, , , , , ,ONLY ONE POD UNCOVERED,25,FT,510,FT, , , , , , ,MOSTLY DEVELOPMENT WORK,JUR,SANDSTONE, , , ,LIMONITE; LOGS; CARBON TRASH; CLAY GALLS,DISSEMINATED CARBON TRASH AT BASE OF SCOUR AND FILL, , , , ,JUR,MORRISON - SALT WASH MEMBER, , , , , , , , , , , , ,U, , , , , , , , , , , , ,HAROLD JONES; 1977,LESS THAN 100 LBS. U3O8,ORE U ýORE V,SMLýSML, , , ,.10 % ý.20 %,HAROLD JONES; 1977, , , , , , , , , , , , , , , , , ,0
937,10439,W027743,X1N,37 - LA SAL JCT 78,77 12, ,BLM,JONES; HAROLD H.,UGS, , ,SAN JUAN,UT,US,11 LISBON PRONG - SALT ANTICLINE REGION,14 COLORADO RIVER BASIN BETWEEN GUNNISON RIVER - GREEN RIVER,01,LA SAL JUNCTION, ,LA SAL JCT.,62500,5620 FT,4251340,633850,12,UNKNOWN PR,028S,022E,02, ,SALT LAKE,1.1 MILES WNW OF KANE SPRINGS,SECTION SUBDIVISION: NW 1/4 ; NE 1/4 ; SEC 2,UNKNOWN,38-24-08N,109-28-02W,U V,CARNOTITE; TYUYAMUNITE; VANADIUM CLAY, , , ,U,V, , , , ,S, ,6, , ,B, , , , , ,REPLACEMENTS; DISSEMINATION,LENS/POD,20,FT, , ,25,FT,10,FT,18.00,IN,SML, , , , , ,20,FT,285,FT, , , , , , ,2 INCLINES,JUR,SANDSTONE; MUDSTONE, , , ,LIMONITE; CARBON TRASH; SILICIFIED LOGS,CHANNEL SCOURS AND CARBON TRASH, , , ,GROUND WATER SOLUTIONS,JUR,MORRISON FORMATION; SALT WASH MEMBER, , , , , , , , , , , , ,U, , , , , , , , , , , , ,HAROLD JONES; 1977,PERHAPS A FEW TENS OF POUNDS. ACTUAL PRODUCTION UNKNOWN,ORE U ýORE V,SMLýSML, , , ,( .07 % U3O8 ) ý.15 % V2O5,HAROLD JONES; 1977, , , , , , , , , , , , , , , , , ,0
938,10551,W027855,X1N,37 - LA SAL JCT. - 67,77 12, ,BLM - U.S.,PERRY; LEE I.,UGS,INCLUDES: YELLOW CIRCLE 1 - 7 ; PRIMERO; PROTECTION FORKED CANYON; EXCHECQ,CANE CREEK AREA,SAN JUAN,UT,US,11 SALT ANTICLINES REGION; LISBON PRONG,14 COLORADO RIVER BASIN BETWEEN GUNNISON RIVER - GREEN RIVER,41,LA SAL JUNCTION, ,LA SAL JUNCTION,62500,6600 FT,4251180,642640,12,UNKNOWN PR,028S,023E,02, ,SALT LAKE,2.9 MILES EAST SOUTHEAST OF THE CONFLUENCE OF POLE CREEK AND KANE SPRINGS CREEK,SECTION SUBDIVISIONS: SW 1/4 ; NW 1/4 ; NW 1/4,YELLOW CIRCLE GROUP,38-23-58N,109-21-60W,U V,CARNOTITE; VANOXITE; VANADIUM MICA, , , ,U V, , , , , ,L, ,7, , ,B,1956, ,PLATEAU MINING COMPANY, , ,REPLACEMENT; DISSEMINATED,TABULAR, ,FT,1000,FT,200,FT,50,FT,5.00,FT,MEDIUM, , , , , ,15 - 300,FT,3000+,FT, , , , , , ,MINE WORKINGS INCLUDE SEVERAL INCLINES AND ADITS,JUR,SANDSTONE, , , , , ,STABLE PLATFORM, , , ,JUR,SALT WASH MEMBER OF MORRISON FORMATION, , , , , , , , ,PHOENIX; D. A.; 1958 ; G.S.A. BULLETIN VOL. 69 ; P. 403 - 417,FARROW; C. E. AND OTHERS; 1955 ; USAEC REPORT RME #58,HULEATT; W. P.; S. W. HAZEN AND W. M. TRARER JR.; 1946 ; USBM RI #3930, ,U, , , , , , ,OREU ACC ýOREU ACC,ý,3081.ý 12.000,LBS ýST,1971 - 1972 ý1956 - 1970,URANIUM & VANDIUM COMBINED ýORE,UTAH GEOLOGICAL AND MINERAL SURVEY FILES, ,ORE U,EST,0.50000,TONS,1977,0.20 % U3O3,LEE PERRY 1977, , , , , , , , , , , , , , , , , ,0
939,10528,W027832,X1N,37 - LA SAL JUNCTION - 38,77 12, ,BLM - U.S.,PERRY; LEE I.,UGS, , ,SAN JUAN,UT,US,11 LA SAL MOUNTAINS,14 COLORADO RIVER BASIN BETWEEN GUNNISON RIVER - GREEN RIVER,30,LA SAL JUNCTION, ,LA SAL JUNCTION,62500,5840 FT,4256900,640760,12,UNKNOWN PR,027S,023E,16, ,SALT LAKE,1.5 MILES NORTHWEST OF M4 RANCH AND 2.1 MILES SOUTH SOUTHEAST OF HOUSE IN SECTION 4 TOWNSHIP 27 S. R,SECTION SUBDIVISION: SE 1/4 NE 1/4 SE 1/4 SEC. 16,CHIPMUNK #2 MINE,38-27-04N,109-23-13W,U V CU,CARNOTITE; MALACHITE, , , ,U V, , ,CU, , ,S, ,6, , ,B, , ,TED MILLER, , ,BEDDED DISSEMINATED; REPLACEMENT,LENTICULAR,15,FT,19,FT,50,FT,50,FT,4.00,FT,SMALL,N 47 DEG W,32 DEG SW, , , ,15,FT,15,FT,50,FT,50,FT,2500,SQ FT,OPEN PIT EXTENDS INTO UNDERGROUND WORKINGS WHICH FOLLOW THE ORE FOR 15 FT.,JUR,SANDSTONE; MUDSTONE, , , , ,PALEOCHANNEL AND CARBONEOUS TRASH,STABLE PLATFORM, ,BLEACHING IN MUDSTONE, ,JUR,SALT WASH MEMBER OF MORRISON FORMATION, , , , , , , , , , , , ,B, , , , , , , , , , , , ,LEE PERRY; 1977, ,ORE U,SML, , ,1977,0.05 - .10 % U3O8,LEE PERRY; 1977, , , , , , , , , , , , , , , , , ,0
940,10272,W027393,X1N,37 - MONTICELLO - 17,77 09, ,BLM,TRIMBLE; LARRY M.,UGS,RIM ROCK,MONTEZUMA CANYON,SAN JUAN,UT,US,11 BLANDING BASIN,14 SAN JUAN RIVER BASIN,49,MONTICELLO, ,MONTICELLO,62500,6280 FT,4183180,652725,12,UNKNOWN PR,034S,024E,34, ,SALT LAKE,7.3 MILES SOUTHEAST OF MONTICELLO; UTAH,SECTION SUBDIVISIONS: NW 1/4 NE 1/4 NE 1/4 SEC. 34,BLUE EAGLE # 1,37-47-06N,109-15-56W,U V,CARNOTITE; CORVUSITE, ,1 ' CHIP SAMPLE; .020 % U3O8 ; .066 % V2 O5 ; .023 % U3O8 ; .084 % V2O5, ,U V, , , , , ,S, ,6, , ,B, , , , , ,BEDDED; REPLACEMENT; DISSEMINATED,LENS; ROLL,25,FT,40,FT,30,FT,20,FT,2.00,FT,SMALL,N 81 DEG W,1 DEG NE, , , ,40,FT,144,FT, , , , , , , ,JUR,SANDSTONE; MUDSTONE, , , , ,PALEOCHANNELS; CARBONACEOUS MATERIAL,STABLE PLATFORM, ,BLEACHING IN MUDSTONE; SANDSTONE,PRECIPITATION IN REDUCING ENVIRONMENT,JUR,SALT WASH MEMBER OF MORRISON FORMATION, , , , , , , , , , , , ,U, , , , , , , , , , , , , , ,ORE U,SML, , ,1977,.05 % U3O8,TRIMBLE; L. M.; 1977, , , , , , , , , , , , , , , , , ,0
941,10284,W027405,X1N,37 - MONUMENT CANYON - 11,77 07, ,BLM,TRIMBLE; LARRY M.,UGS, ,MONTEZUMA CANYON,SAN JUAN,UT,US,11 BLANDING BASIN,14 SAN JUAN RIVER BASIN,49,MONUMENT CANYON, ,MONUMENT CANYON,62500,5500 FT,4163990,654950,12,UNKNOWN PR,036S,024E,35, ,SALT LAKE,3 MILES SOUTH OF DALTON RANCH,SECTION SUBDIVISION: NW 1/4 ; NW 1/4 ; SE 1/4,MONTEZUMA # 1,37-36-42N,109-14-40W,U V,CARNOTITE, ,18 INCH CHIP SAMPLE; .041 % U3O8 ; .75 % V2O5, ,U V, , , , , ,M, ,6, , ,B, , ,MILT NEILSON, , ,BEDDED; REPLACEMENT,ROLL; TABULAR,15,FT,150,FT,75,FT,25,FT,6.00,FT,MEDIUM,N 55 DEG W,2 DEG NE, , , ,150,FT,624,FT, , , , , , , ,JUR,SANDSTONE; MUDSTONE, , , , ,PALEOCHANNELS,STABLE PLATFORM, ,BLEACHING IN SANDSTONE,PRECIPITATION IN REDUCING ENVIRONMENT,JUR,SALT WASH MEMBER OF MORRISON FORMATION, , , , , , , , ,HUFF; L. C.; LESURE; F. G.; 1965 ; GEOLOGY AND URANIUM DEPOSITS OF MONTEZUMA CANYON AREA; SAN JUAN CO.; UTAH; USGS BULL. 1190 ; 102 P., , , ,U, , , , , , ,U ACC, ,0.93600,LB,UNKNOWN, ,UGMS STUDY - 1973, ,ORE U,MED, , ,1977, ,TRIMBLE; L. M.; 1977, , , , , , , , , , , , , , , , , ,0
942,10299,W027420,X1N,37 - MONUMENT CANYON - 26,77 08, ,BLM,TRIMBLE; LARRY M.,UGS,PICKETT,MONTEZUMA CANYON AREA,SAN JUAN,UT,US,11 BLANDING BASIN,14 SAN JUAN RIVER BASIN,49,MONUMENT CANYON, ,MONUMENT CANYON,62500,5400 FT,4161750,660850,12,UNKNOWN PR,036S,025E,09, ,SALT LAKE,4.2 MILES NE OF MAX DALTON ARTESIAN WELL.,SECTION SUBDIVISION: NE; NW ; SECTION 9,BIG BLUFF,37-35-26N,109-10-41W,U V,ROSCOELITE; CARNOTITE; CORVUSITE, , , ,U V, , , , , ,S, ,6, , ,B, , , , , ,BEDDED; DISSEMINATED,LENS,20,FT,20,FT,5,FT,2,FT,1.00,FT,SMALL,N 65 DEG E,1 DEG SE, , , ,20,FT,30,FT, , , , , , ,THREE COYOTE HOLES,JUR,SANDSTONE; MUDSTONE, , , , , ,STABLE PLATFORM, , , ,JUR,SALT WASH MEMBER MORRISON FM., , , , , , , , ,HUFF; L. C.; LESURE; F. G.; 1965 ; GEOLOGY AND URANIUM DEPOSITS OF MONTEZUMA CANYON AREA; SAN JUAN CO.; UT.; USGS BULL. 1190 ; 102 P., , , ,U, , , , , , ,U ACC, ,0.03300,LB,TO 1973, ,UGMS STUDY - 1873, , , , , , , ,TRIMBLE; L. M.; 1977,NO RESERVES, , , , , , , , , , , , , , , , ,0
943,10306,W027427,X1N,37 - MONUMENT CANYON - 33,77 08, ,BLM,TRIMBLE; LARRY M.,UGS, ,MONTEZUMA CANYON AREA,SAN JUAN,UT,US,11 BLANDING BASIN,14 SAN JUAN RIVER BASIN,49,MONUMENT CANYON, ,MONUMENT CANYON,62500,6000 FT,4169175,667775,12,UNKNOWN PR,036S,026E,18, ,SALT LAKE,8.2 MILES E OF DALTONS RANCH,SECTION SUBDIVISION: NW 1/4 ; NE 1/4 ; SE 1/4 SECTION 18,CANARY # 1,37-39-23N,109-05-53W,U V,CARNOTITE; ROSCOELITE, , , ,U V, , , , , ,M, ,6, , ,B, , ,MILT NEILSON, , ,BEDDED; REPLACEMENT; DISSEMINATED,ROLL; TABULAR,15,FT,30,FT,50,FT,40,FT,4.00,FT,MEDIUM,N 55 DEG W,2 DEG SW, , , ,30,FT,120,FT, , , , , , ,TWO ADITS,JUR,SANDSTONE, , , , ,PALEO CHANNEL CARBONACEOUS MATERIAL,STABLE PLATFORM, , , ,JUR,SALT WASH MEMBER OF MORRISON FORMATION, , , , , , , , ,HUFF; L. C.; AND LESURE; F. G.; 1965 ; GEOLOGY AND URANIUM DEPOSITS OF MONTEZUMA CANYON AREA; SAN JUAN COUNTY; UTAH; U. S. G. S. BULLETIN 1190, , , ,U, , , , , , , , , , , , , , ,ORE U,SML, , ,1977,.10 % U3O8,TRIMBLE; L. M.; 1977, , , , , , , , , , , , , , , , , ,0
944,10258,W027379,X1N,37 - MT LINNAEUS - 8,77 10, ,BLM - U. S,JONES; HAROLD H.,UGS, ,COTTONWOOD WASH AREA,SAN JUAN,UT,US,11 MONUMENT UPWARP,14 SAN JUAN RIVER BASIN,41,MT LINNAEUS, ,MT. LINNAEUS,62500,6810 FT,4183360,613170,12,UNKNOWN PR,034S,020E,07, ,SALT LAKE,3.9 MILES SSW FROM ROUND MTN.,LOCATED IN UNSURVEYED AREA,AVALANCHE #13,37-47-33N,109-42-53W,U V,URANINITE, , , ,U V, , , , , ,L, ,6, , ,B, , , , , ,DISSEMINATED; REPLACEMENT,TABULAR,60,FT,100,FT,200,FT,100,FT,8.00,FT,MEDIUM,N 15 DEG W,9 DEG E, , , ,100,FT,1000+,FT, , , , , , ,WORKINGS CAVED,TRI,SANDSTONE; MUDSTONE, , , , ,PALEOCHANNEL,STABLE PLATFORM, ,BLEACHING IN MUDSTONE, ,TRI,CHINLE FORMATION; MONITOR BUTTE MEMBER, , , , , , , , ,WITKIND; I. J.; 1964 ; GEOLOGY OF THE ABAJO MTNS. AREA; SAN JUAN CO.; UTAH; U. S. G. S.; PP 453,LEWIS; R. Q.; CAMPBELL; R. H.; 1965 ; GEOLOGY AND URANIUM DEPOSITS OF ELK RIDGE AND VICINITY; SAN JUAN CO.; UTAH; U. S. G. S.; PP 474 - B., , ,U, , , , , , ,U ACC, ,74.053,LB,TO 1973, ,UGMS STUDY 1973, , , , , , , ,JONES; H.; 1977,MINERALIZED ZONES COULD NOT BE REACHED; CAVED & FLOODED, , , , , , , , , , , , , , , , ,0
945,10246,W027367,X1M,37 - MT. LINNAEUS - 21,77 07, ,BLM - USGS,PERRY; LEE I.,UGS, ,ABAJO MOUNTAINS,SAN JUAN,UT,US,11 ABAJO MOUNTAINS,14 COLORADO RIVER BASIN BETWEEN GUNNISON RIVER - GREEN RIVER,41,MT. LINNAEUS, ,MT. LINNAEUS,62500,8200 FT,4199400,629100,12,UNKNOWN PR,033S,022E,05, ,SALT LAKE,.9 MILES EAST OF SHAY MOUNTAIN,SECTION SUBDIVISION: NE 1/4 ; SW 1/4 ; SEC. 5 UNSURVEYED,TUFFY COPPER DEPOSIT,37-56-05N,109-31-51W,CU U,AZURITE; MALACHITE; CARNOTITE, , , , ,CU U, , , , ,S, ,6, , ,B, , , , , ,DISSEMINATED REPLACEMENT,TABULAR BLANKET,20,FT,30,FT,100,FT,50,FT,2.00,FT,SMALL, , , , ,DEPOSIT CONSISTS OF 2 FT. HORIZONTAL BED WITH COPPER MINERALIZATION ALONG CROSSBEDDING PLANES IN SANDSTONE,25,FT,80,FT, , , , , , ,WORKINGS INFORMATION IS TAKEN FROM LITERATURE. WORKINGS CONSIST OF ONE PORTAL WHICH IS CAVED,CRET,SANDSTONE; SILTSTONE, , , ,CHERT,JOINTS AND CROSSBEDDING PLANES IN SANDSTONE,STABLE PLATFORM, , ,GROUND WATER SOLUTIONS,CRET,ENTRADA SANDSTONE, , , , , , , , ,WHITKIND; I. J.; 1964 ; GEOLOGY OF THE ABAJO MOUNTAINS AREA; SAN JUAN COUNTY; UTAH; U. S. G. S. PROFESSIONAL PAPER 453, , , ,U, , , , , , , , , , , , , , , , , , , , ,LEE I. PERRY; 1977,NOT ENOUGH INFORMATION AVAILABLE TO ESTIMATE RESERVES., , , , , , , , , , , , , , , , ,0
946,10580,W027917,X1N,37-HARTS POINT-2,77 12, ,BLM,TRIMBLE; LARRY M.,UGS,ROYAL MINE,MOAB DISTRICT,SAN JUAN,UT,US,11 INNER CANYONLANDS,14 COLORADO RIVER BETWEEN GUNNISON RIVER - GREEN RIVER I-3,49,HARTS POINT, ,HARTS POINT,62500,5290 FT,4215200,624700,12,UNKNOWN PR,031S,021E,14, ,SALT LAKE,5.0 MILES SE FROM SOUTH SIX SHOOTER,SECTION SUBDIVISION: SW 1/4 ; SW 1/4 ; SE 1/4 ; SEC 14,JEAN #1 MINE,38-04-40N,109-34-42W,U CU, , ,.384 % U3O8 ; .015 % V2O5, ,U, , ,CU, , ,L, ,6, , ,B, , , , , ,DISSEMINATED; REPLACEMENT,LENS; TABULAR; IRREGULAR,18,FT,60,FT, , , , ,2.00,FT,LGE,N 35 DEG W,2 DEG S, , ,ROOM AND PILLAR OFF W SIDE OF OPEN PIT. MECHANIZED TRACKLESS MINING.,60,FT, , ,80,FT,60,FT,4800,SQ FT,FLOODED WHERE MINED; DESCRIPTION OF DEPOSIT AND WORKING UNKNOWN. VERTICAL SHAFTS 600-800' NW OF INCLINE - WORKINGS CONSISTS OF OPEN PIT; ADIT AND INCLINE,TRI,SANDSTONE; CONGLOMERATE MUDSTONE, , , ,CARBON TRASH; SULFATES - LIMONITE,PALEO CHANNELS, , , ,REPLACEMENT; PRECIPATION IN A REDUCING ENVIRONMENTS.,TRI,MOSS BACK MEMBER OF CHINLE FORMATION, , , , , , , , , , , , ,B,U ACC, ,138.568,LBS,1973,U3O8, , , , , , ,UGMS STUDY - 1973, ,ORE U,MED, , ,1977,.1 % U3O8,JONES; H.; 1977, , , , , , , , , , , , , , , , , ,0
947,10569,W027906,X1N,37-HATCH POINT-11,77 12, ,BLM - USGS,TRIMBLE; LARRY M.,UGS,OPERATED AND SHIPPED AS PART OF MONTE CRISTO GROUP,MOAB DISTRICT LOWER KANE CREEK,SAN JUAN,UT,US,11 INNER CANYONLANDS,14 COLORADO RIVER BASIN BETWEEN GUNNISON RIVER - GREEN RIVER,49,HATCH POINT, ,HATCH POINT,62500,4560 FT,4259060,622550,12,UNKNOWN PR,027S,021E,10, ,SALT LAKE,1.6 MILES ESE FROM HURRAH PASS,SECTION SUBDIVISION: SE 1/4 ; NE 1/4 ; NE 1/4,HONEY BEE #1 ATOMIC KING #2,38-28-24N,109-35-43W,U CU V,URANINITE; URANOPHANE; ANDERSONITE; CHALCOPYRITE; CHALCOCITE; CARNOTITE, ,.028 % U3O8 ; .015 % V2O5, ,U, ,V CU, , , ,M,FAULTS; IN FAULT FRACTURE ZONE OR IN PERABLE BEDS ADJPOSITION TO.,7, , ,B, , , , , ,VEIN; REPLACEMENT. FRACTURE ZONE.,WEDGE; IRREGULAR,5,FT,120,FT,50,FT,30,FT,5.00,FT,MEDIUM,N 17 DEG W,15 DEG E, , , ,180,FT,3250+,FT, , , , , , , ,PERM,SANDSTONE; MUDSTONE FAULT GOUGE, , , ,ANKERITE; BARITE; PYRITE; CALCITE; GALENA,FAULT; FRACTURES; ZONE; CONTROLED BY DISTANCE FROM CUTLER; MOENKOPI CONTACT, , , , ,PERM,CUTLER FORMATION, , , , , , , , , , , , ,U, , , , , , , , , , , , , , ,ORE U,MED, , ,1977,.1 % U3O8,JONES; H. 1977,DRIFTING TO A FAVORABLE DRILL HOLE., , , , , , , , , , , , , , , , ,0
948,10424,W027703,X1N,37-LA SAL JCT-20,77 12, ,BLM - U.S.,TRIMBLE; LARRY M.,UGS, ,BRUMLEY RIDGE AREA,SAN JUAN,UT,US,11 LA SAL MOUNTAINS,14 COLORADO RIVER BASIN BETWEEN GUNNISON RIVER - GREEN RIVER,49,LA SAL JUNCTION, ,LA SAL JUNCTION,62500,7930 FT,4259840,647880,12,UNKNOWN PR,027S,024E,06, ,SALT LAKE,3.6 MILES NORTHWEST OF MT. TUKUHNIKIVATZ,SECTION SUBDIVISIONS: SE 1/4 SE 1/4 SE 1/4 SEC. 6,BUCKSKIN #1,38-28-35N,109-18-17W,U V,CARNOTITE; VANADIUM MICA., , , ,U V, , , , , ,S, ,6, , ,B, , ,J. R. WALKER, , ,DISSEMINATED; REPLACEMENT,TABULAR,10,FT,50,FT,100,FT,25,FT,2.00,FT,SMALL,DUE NORTH,13.5 DEG., , ,BAD GROUND,50,FT,103,FT, , , , , , , ,JUR,SANDSTONE, , , , ,PALEOCHANNEL,STABLE PLATFORM, , , ,JUR,SALT WASH MEMBER OF MORRISON FM., , , , , , , , , , , , ,U, , , , , , , , , , , , , , ,ORE U,SML, , ,1977, ,SMITH A. D.; 1977, , , , , , , , , , , , , , , , , ,0
949,10407,W027686,X1N,37-LA SAL JCT-39,77 12, ,BLM - U.S.,TRIMBLE; LARRY M.,UGS, , ,SAN JUAN,UT,US,11 LA SAL MOUNTAINS,14 COLORADO RIVER BASIN BETWEEN GUNNISON RIVER - GREEN RIVER,30,LA SAL JUNCTION, ,LA SAL JUNCTION,62500,5840 FT,4257020,640710,12,UNKNOWN PR,027S,023E,16, ,SALT LAKE,2.1 MILES NW OF M4 RANCH,SECTION SUBDIVISION: SE 1/4 NE 1/4 SE 1/4 SEC 16,CHIPMONK #3 MINES,38-27-08N,109-23-15W,U V,CARNOTITE, , , ,U V, , , , , ,S, ,6, , ,B, , ,TED MILLER, , ,REPLACEMENT; BEDDED; DISSEMINATED,TABULAR,10,FT,20,FT,150,FT,50,FT,2.00,FT,SMALL,N 50 DEG W,32 DEG SW, , , ,20,FT,225,FT, , , , , , ,SURFACE WORKINGS CONSIST OF SEVERAL PROSPECT PITS AND SOME RIM CUTTING. UNDERGROUND WORKINGS CONSIST OF 4 ADITS.,JUR,SANDSTONE, , , , , ,STABLE PLATFORM, , , ,JUR,SALT WASH MEMBER OF MORRISON FORMATION, , , , , , , , , , , , ,B, , , , , , , , , , , , , , ,ORE U,SML, , , , ,TRIMBLE; LARRY M. 1977, , , , , , , , , , , , , , , , , ,0
